timestamp,node_id,incoming_tx,outgoing_tx,remaining_tx,missing_tx,tx_from_client,tx_from_node,tx_from_node_detail
14,0,3479,1205,8122,0,3045,434,"[0, 16, 133, 30, 24, 144, 1, 136, 61, 114, 100, 19, 43, 100, 144, 7, 49, 28, 27, 105, 90, 33, 55, 70, 110, 31, 95, 40, 1]"
15,0,4950,5920,7152,0,4325,625,"[0, 38, 111, 36, 202, 208, 182, 129, 10, 141, 125, 118, 80, 41, 208, 193, 134, 80, 105, 80, 15, 97, 98, 59, 126, 165, 158, 79, 125]"
16,0,4089,6621,4620,0,2979,1110,"[0, 121, 247, 44, 273, 370, 84, 316, 204, 148, 130, 135, 330, 248, 370, 118, 246, 295, 18, 26, 191, 55, 219, 73, 305, 79, 282, 232, 360]"
17,0,3803,2931,5492,0,2954,849,"[0, 245, 192, 105, 182, 283, 205, 102, 281, 78, 208, 146, 214, 225, 283, 13, 139, 235, 123, 121, 109, 157, 68, 116, 80, 81, 1, 138, 187]"
18,0,3252,1981,6763,0,356,2896,"[0, 377, 264, 291, 118, 965, 21, 56, 522, 768, 938, 178, 888, 257, 965, 643, 690, 82, 53, 870, 463, 373, 239, 673, 253, 145, 270, 484, 513]"
19,0,4886,5014,6635,0,1093,3793,"[0, 36, 797, 843, 993, 1264, 273, 399, 1245, 442, 778, 243, 654, 1037, 1264, 457, 709, 319, 635, 736, 840, 67, 11, 978, 323, 1065, 97, 635, 109]"
20,0,4803,5643,5795,0,2096,2707,"[0, 318, 101, 398, 754, 902, 537, 802, 10, 35, 775, 836, 510, 494, 902, 622, 211, 373, 6, 471, 110, 604, 774, 728, 816, 638, 664, 11, 24]"
21,0,4731,256,10000,270,4521,210,"[0, 33, 55, 47, 25, 70, 50, 58, 54, 55, 17, 26, 65, 10, 70, 0, 21, 45, 68, 45, 60, 3, 4, 26, 23, 41, 34, 39, 35]"
22,0,3516,6405,7111,0,1990,1526,"[0, 51, 508, 98, 342, 508, 298, 423, 364, 210, 54, 285, 15, 206, 508, 130, 66, 290, 24, 301, 356, 130, 241, 84, 343, 362, 485, 335, 108]"
23,0,4550,6260,5401,0,1011,3539,"[0, 242, 29, 243, 608, 1179, 194, 486, 1158, 291, 904, 865, 898, 795, 1179, 1148, 946, 1036, 323, 49, 432, 1102, 94, 457, 33, 569, 339, 36, 837]"
24,0,4317,1705,8013,0,965,3352,"[0, 665, 585, 839, 337, 1117, 138, 606, 493, 713, 198, 816, 273, 50, 1117, 211, 515, 639, 407, 57, 1012, 228, 360, 933, 883, 1040, 741, 1022, 794]"
25,0,3968,6409,5572,0,1561,2407,"[0, 617, 657, 303, 532, 802, 743, 340, 115, 581, 113, 90, 141, 470, 802, 43, 395, 72, 105, 85, 348, 87, 424, 443, 197, 526, 236, 782, 258]"
26,0,4378,1377,8573,0,3369,1009,"[0, 31, 297, 86, 201, 336, 223, 86, 94, 232, 59, 220, 31, 179, 336, 279, 215, 318, 77, 197, 115, 321, 286, 95, 175, 249, 315, 144, 68]"
27,0,4858,6817,6614,0,3984,874,"[0, 102, 85, 9, 67, 291, 211, 19, 181, 9, 110, 8, 166, 255, 291, 57, 178, 253, 160, 193, 225, 156, 285, 198, 39, 212, 222, 247, 81]"
28,0,3100,468,9246,0,1191,1909,"[0, 98, 496, 182, 11, 636, 50, 464, 196, 194, 88, 602, 508, 88, 636, 226, 23, 607, 386, 615, 209, 367, 16, 587, 56, 296, 571, 308, 584]"
29,0,3764,6630,6380,0,3072,692,"[0, 93, 230, 107, 108, 230, 82, 103, 204, 36, 112, 70, 33, 153, 230, 71, 125, 169, 115, 178, 127, 152, 27, 137, 56, 44, 75, 168, 176]"
30,0,3009,2717,6672,0,1635,1374,"[0, 196, 19, 343, 373, 458, 406, 4, 303, 136, 130, 416, 326, 385, 458, 212, 2, 72, 44, 77, 188, 44, 211, 164, 390, 114, 91, 378, 338]"
31,0,4724,5812,5584,0,4490,234,"[0, 19, 39, 33, 28, 78, 58, 18, 28, 20, 14, 27, 66, 3, 78, 7, 52, 25, 35, 22, 10, 1, 68, 52, 2, 47, 24, 21, 15]"
32,0,4265,1076,8773,0,4047,218,"[0, 56, 2, 7, 67, 72, 57, 67, 5, 30, 35, 46, 53, 38, 72, 0, 41, 59, 19, 22, 62, 10, 61, 50, 44, 51, 13, 17, 31]"
33,0,4722,5338,8157,0,3433,1289,"[0, 334, 91, 348, 217, 429, 164, 228, 103, 113, 96, 138, 159, 206, 429, 410, 232, 160, 79, 260, 65, 425, 236, 203, 356, 377, 134, 126, 14]"
34,0,3028,6129,5056,0,1551,1477,"[0, 399, 279, 68, 233, 492, 100, 349, 451, 266, 482, 183, 361, 56, 492, 446, 307, 330, 199, 68, 144, 418, 64, 275, 112, 141, 425, 461, 6]"
35,0,3719,2392,6383,0,3252,467,"[0, 130, 42, 153, 91, 155, 15, 54, 84, 39, 53, 150, 66, 71, 155, 75, 155, 120, 25, 24, 146, 103, 135, 145, 32, 91, 80, 48, 31]"
36,0,4519,1480,9422,0,1143,3376,"[0, 918, 160, 54, 682, 1125, 955, 667, 1076, 883, 454, 322, 125, 958, 1125, 777, 855, 309, 800, 6, 833, 742, 256, 1034, 196, 924, 654, 113, 802]"
37,0,3040,5774,6688,0,2557,483,"[0, 22, 65, 71, 152, 161, 39, 137, 150, 80, 117, 32, 16, 49, 161, 155, 4, 39, 120, 51, 93, 158, 4, 21, 40, 49, 75, 3, 37]"
38,0,3989,2224,8453,0,615,3374,"[0, 813, 566, 523, 582, 1124, 256, 1034, 385, 1082, 717, 225, 38, 167, 1124, 760, 429, 349, 4, 324, 898, 709, 291, 196, 956, 579, 583, 417, 443]"
39,0,4486,6488,6451,0,1142,3344,"[0, 437, 473, 760, 881, 1114, 479, 340, 36, 974, 36, 315, 94, 195, 1114, 150, 715, 978, 146, 581, 955, 559, 663, 840, 913, 712, 373, 377, 996]"
40,0,5000,5283,6168,0,3651,1349,"[0, 55, 337, 172, 371, 449, 38, 224, 353, 59, 348, 73, 432, 402, 449, 315, 172, 41, 31, 178, 342, 390, 173, 226, 200, 316, 306, 263, 357]"
41,0,3453,1730,7891,0,163,3290,"[0, 84, 118, 237, 276, 1096, 978, 341, 1058, 398, 853, 882, 501, 648, 1096, 1042, 689, 377, 804, 245, 1020, 102, 888, 91, 357, 56, 266, 801, 235]"
42,0,4313,7357,4847,0,89,4224,"[0, 1296, 1044, 680, 370, 1408, 772, 943, 866, 955, 1224, 389, 334, 803, 1408, 1327, 124, 1318, 817, 427, 798, 9, 31, 1272, 40, 412, 1196, 41, 483]"
43,0,3290,1617,6520,0,2237,1053,"[0, 30, 5, 111, 182, 351, 48, 314, 36, 247, 218, 11, 68, 37, 351, 206, 160, 82, 25, 323, 246, 60, 143, 32, 236, 225, 205, 20, 167]"
44,0,4603,5812,5311,0,1415,3188,"[0, 893, 575, 116, 330, 1062, 484, 28, 180, 895, 166, 105, 891, 372, 1062, 710, 1038, 529, 880, 798, 1046, 617, 905, 380, 1059, 342, 92, 436, 869]"
45,0,3123,1979,6455,0,2730,393,"[0, 4, 124, 14, 127, 131, 121, 10, 81, 95, 77, 4, 15, 75, 131, 130, 119, 131, 74, 23, 23, 61, 14, 131, 104, 106, 7, 114, 91]"
46,0,4968,6052,5371,0,1395,3573,"[0, 699, 797, 927, 937, 1191, 583, 397, 133, 793, 5, 410, 33, 564, 1191, 651, 363, 33, 57, 958, 895, 5, 436, 262, 957, 274, 499, 148, 179]"
47,0,3302,2833,5840,0,2735,567,"[0, 185, 161, 69, 9, 189, 94, 107, 58, 28, 6, 117, 180, 23, 189, 184, 55, 159, 182, 183, 133, 181, 168, 85, 1, 109, 100, 182, 79]"
48,0,4894,2363,8371,0,1728,3166,"[0, 172, 1050, 726, 723, 1055, 706, 290, 970, 916, 1006, 905, 307, 109, 1055, 232, 761, 833, 572, 521, 826, 734, 696, 551, 441, 816, 254, 473, 681]"
49,0,4179,5004,7546,0,392,3787,"[0, 647, 769, 56, 259, 1262, 296, 302, 935, 763, 590, 80, 1255, 1201, 1262, 334, 775, 1012, 878, 591, 1167, 1116, 1151, 353, 1163, 53, 964, 81, 746]"
50,0,3385,3,10000,928,3235,150,"[0, 46, 30, 26, 8, 50, 3, 10, 7, 26, 36, 36, 12, 22, 50, 44, 48, 33, 13, 50, 23, 26, 17, 50, 43, 10, 19, 40, 28]"
51,0,3989,5376,8613,0,253,3736,"[0, 629, 845, 874, 286, 1245, 1142, 529, 219, 1158, 603, 343, 833, 907, 1245, 229, 600, 706, 871, 442, 330, 607, 966, 1202, 501, 487, 796, 1081, 148]"
52,0,3584,6456,5741,0,1773,1811,"[0, 237, 551, 476, 580, 603, 15, 476, 295, 434, 412, 138, 535, 3, 603, 221, 290, 50, 558, 190, 571, 168, 394, 470, 348, 170, 236, 153, 228]"
53,0,4483,3835,6389,0,1575,2908,"[0, 621, 169, 843, 598, 969, 384, 246, 295, 656, 183, 120, 446, 918, 969, 382, 464, 754, 67, 306, 139, 154, 497, 827, 290, 627, 863, 863, 168]"
54,0,3675,1007,9057,0,3044,631,"[0, 112, 114, 8, 97, 210, 55, 204, 42, 100, 202, 153, 136, 210, 210, 31, 2, 36, 47, 49, 47, 50, 108, 28, 187, 50, 15, 104, 89]"
55,0,4205,5340,7922,0,3431,774,"[0, 227, 210, 18, 115, 258, 144, 180, 166, 255, 151, 180, 242, 164, 258, 174, 86, 238, 119, 16, 232, 116, 32, 174, 218, 202, 220, 120, 108]"
56,0,3629,7303,4248,0,192,3437,"[0, 704, 568, 499, 581, 1145, 288, 748, 928, 917, 118, 228, 327, 424, 1145, 71, 171, 1059, 1072, 1063, 622, 1128, 359, 1069, 1035, 367, 549, 152, 139]"
57,0,4542,3763,5027,0,1039,3503,"[0, 1147, 183, 34, 140, 1167, 1012, 667, 233, 268, 1149, 107, 1147, 713, 1167, 1116, 317, 96, 571, 173, 245, 815, 124, 1029, 939, 1008, 155, 442, 60]"
58,0,4008,633,8402,0,190,3818,"[0, 415, 350, 1037, 1253, 1272, 282, 1233, 299, 1064, 1218, 549, 361, 1072, 1272, 531, 865, 352, 100, 415, 597, 72, 577, 824, 767, 618, 162, 1244, 921]"
59,0,3625,5479,6548,0,641,2984,"[0, 824, 408, 487, 412, 994, 728, 193, 203, 476, 656, 253, 265, 231, 994, 840, 872, 111, 981, 759, 691, 19, 40, 829, 487, 882, 394, 734, 758]"
60,0,3884,747,9685,0,831,3053,"[0, 691, 82, 516, 962, 1017, 89, 697, 830, 505, 657, 837, 269, 448, 1017, 430, 656, 898, 461, 978, 122, 555, 458, 3, 708, 765, 164, 844, 236]"
61,0,3750,5713,7722,0,1584,2166,"[0, 105, 577, 543, 285, 722, 426, 322, 90, 191, 357, 602, 485, 55, 722, 651, 95, 682, 338, 100, 348, 246, 517, 212, 685, 695, 442, 403, 391]"
62,0,3952,7353,4321,0,3775,177,"[0, 6, 7, 43, 37, 59, 59, 56, 15, 31, 52, 26, 43, 8, 59, 27, 54, 54, 46, 55, 58, 41, 29, 11, 52, 0, 55, 11, 47]"
63,0,4423,1937,6807,0,3611,812,"[0, 206, 248, 80, 6, 270, 43, 143, 53, 183, 227, 74, 140, 159, 270, 176, 88, 243, 220, 138, 239, 6, 140, 213, 197, 181, 41, 34, 204]"
64,0,4985,6606,5186,0,2022,2963,"[0, 743, 137, 426, 949, 987, 37, 722, 337, 674, 891, 305, 558, 475, 987, 479, 610, 861, 203, 257, 783, 617, 386, 636, 229, 716, 477, 662, 8]"
65,0,3934,1074,8046,0,3781,153,"[0, 51, 46, 5, 15, 51, 32, 2, 4, 27, 38, 41, 39, 4, 51, 39, 34, 41, 36, 10, 2, 3, 33, 38, 28, 28, 44, 41, 10]"
66,0,3682,6168,5560,0,274,3408,"[0, 790, 171, 786, 647, 1136, 985, 555, 555, 1084, 603, 110, 1057, 873, 1136, 493, 358, 106, 947, 625, 617, 507, 960, 386, 37, 1131, 95, 560, 893]"
67,0,4529,3942,6147,0,1793,2736,"[0, 812, 484, 93, 298, 912, 450, 77, 887, 492, 836, 72, 246, 286, 912, 819, 835, 382, 433, 178, 81, 591, 543, 800, 694, 757, 708, 834, 599]"
68,0,3977,628,9496,0,427,3550,"[0, 346, 378, 771, 1028, 1183, 1133, 87, 41, 38, 541, 741, 1010, 778, 1183, 395, 866, 587, 816, 1, 1103, 733, 652, 736, 1088, 120, 1116, 806, 939]"
69,0,3618,6730,6384,0,3514,104,"[0, 28, 14, 13, 4, 34, 23, 30, 23, 20, 7, 29, 1, 1, 34, 26, 29, 22, 31, 12, 22, 18, 5, 30, 25, 34, 7, 12, 19]"
70,0,3235,1034,8585,0,2206,1029,"[0, 276, 321, 215, 53, 343, 41, 43, 170, 54, 94, 244, 263, 80, 343, 73, 302, 29, 189, 181, 333, 343, 133, 113, 141, 338, 210, 99, 272]"
71,0,3246,6181,5650,0,907,2339,"[0, 700, 239, 693, 615, 779, 301, 140, 424, 24, 198, 190, 408, 425, 779, 268, 712, 437, 776, 40, 133, 415, 302, 592, 311, 447, 356, 754, 611]"
72,0,4597,2985,7262,0,2509,2088,"[0, 605, 298, 123, 120, 696, 459, 674, 641, 67, 584, 121, 532, 77, 696, 135, 63, 609, 371, 166, 9, 59, 122, 6, 16, 377, 433, 31, 631]"
73,0,4256,5202,6316,0,1066,3190,"[0, 1, 606, 453, 366, 1063, 665, 884, 68, 220, 357, 446, 522, 172, 1063, 490, 233, 509, 247, 366, 820, 734, 1008, 86, 1061, 269, 682, 690, 190]"
74,0,4083,496,9903,0,305,3778,"[0, 828, 527, 821, 1133, 1259, 1092, 908, 1076, 648, 1231, 562, 588, 1094, 1259, 534, 4, 483, 427, 279, 554, 649, 840, 573, 301, 604, 984, 504, 819]"
75,0,3799,5971,7731,0,1963,1836,"[0, 35, 271, 568, 300, 612, 570, 158, 513, 344, 133, 403, 101, 422, 612, 501, 337, 24, 3, 144, 598, 443, 277, 600, 207, 67, 528, 358, 124]"
76,0,3176,1702,9205,0,358,2818,"[0, 58, 360, 22, 246, 939, 417, 745, 73, 792, 542, 694, 554, 533, 939, 866, 541, 800, 851, 369, 309, 179, 241, 201, 721, 667, 939, 855, 809]"
77,0,3973,5786,7392,0,391,3582,"[0, 687, 1159, 936, 312, 1194, 618, 468, 418, 377, 965, 388, 480, 135, 1194, 123, 201, 839, 33, 233, 71, 828, 540, 1000, 323, 513, 289, 581, 149]"
78,0,4638,6270,5760,0,3852,786,"[0, 170, 144, 106, 258, 262, 228, 51, 153, 206, 25, 8, 107, 39, 262, 62, 164, 17, 136, 247, 128, 121, 93, 218, 175, 8, 137, 76, 96]"
79,0,3572,1991,7341,0,2685,887,"[0, 177, 244, 21, 231, 295, 274, 203, 206, 216, 82, 145, 10, 199, 295, 80, 22, 113, 251, 223, 129, 256, 256, 52, 139, 106, 211, 277, 199]"
80,0,3355,3138,7558,0,1584,1771,"[0, 185, 248, 470, 488, 590, 212, 167, 372, 13, 386, 155, 501, 429, 590, 145, 520, 488, 552, 48, 555, 209, 512, 568, 565, 139, 143, 376, 113]"
81,0,3996,5319,6235,0,2171,1825,"[0, 510, 273, 175, 517, 608, 493, 49, 427, 254, 577, 571, 556, 296, 608, 192, 565, 528, 464, 390, 476, 228, 357, 318, 12, 558, 323, 175, 345]"
82,0,4756,4598,6393,0,1735,3021,"[0, 969, 641, 396, 983, 1007, 305, 512, 467, 453, 522, 654, 268, 730, 1007, 768, 590, 844, 390, 281, 404, 990, 346, 908, 259, 837, 18, 634, 197]"
83,0,4983,7195,4181,0,1215,3768,"[0, 267, 905, 1254, 94, 1256, 536, 988, 668, 222, 727, 465, 673, 1105, 1256, 98, 67, 307, 328, 738, 528, 389, 635, 610, 1150, 382, 35, 283, 807]"
84,0,3597,925,6853,0,2683,914,"[0, 72, 44, 166, 128, 304, 72, 84, 194, 183, 69, 65, 143, 48, 304, 71, 279, 20, 238, 65, 11, 266, 247, 44, 186, 183, 173, 273, 261]"
85,0,4098,529,10000,422,1414,2684,"[0, 593, 681, 873, 77, 894, 52, 359, 605, 625, 886, 388, 707, 561, 894, 807, 57, 517, 467, 139, 26, 643, 218, 726, 495, 55, 890, 624, 565]"
86,0,3575,7206,6369,0,199,3376,"[0, 856, 733, 1043, 226, 1125, 134, 463, 809, 299, 354, 186, 74, 307, 1125, 997, 435, 298, 1079, 369, 582, 167, 998, 331, 425, 1019, 879, 1055, 703]"
87,0,3470,3316,6523,0,3126,344,"[0, 61, 47, 31, 74, 114, 31, 73, 36, 34, 4, 86, 6, 70, 114, 32, 25, 30, 59, 79, 70, 22, 58, 89, 59, 101, 67, 63, 20]"
88,0,3123,730,8916,0,1813,1310,"[0, 17, 296, 222, 181, 436, 46, 286, 399, 372, 219, 381, 108, 352, 436, 260, 159, 396, 416, 316, 421, 170, 193, 93, 409, 8, 334, 331, 113]"
89,0,3494,6972,5438,0,2692,802,"[0, 195, 102, 132, 184, 267, 202, 177, 182, 136, 10, 247, 257, 95, 267, 246, 189, 48, 10, 47, 197, 194, 163, 60, 1, 13, 120, 200, 86]"
90,0,3129,1209,7358,0,421,2708,"[0, 308, 701, 477, 649, 902, 101, 32, 525, 428, 753, 893, 807, 480, 902, 729, 290, 779, 608, 895, 755, 97, 239, 624, 619, 351, 740, 615, 427]"
91,0,3716,5310,5764,0,2457,1259,"[0, 129, 299, 8, 404, 419, 367, 107, 184, 131, 371, 251, 392, 404, 419, 149, 86, 273, 242, 416, 220, 180, 223, 235, 18, 396, 346, 87, 181]"
92,0,4792,4147,6409,0,126,4666,"[0, 1189, 941, 874, 1421, 1555, 1437, 208, 1124, 1365, 1208, 785, 995, 365, 1555, 1343, 833, 1099, 118, 1481, 1396, 1133, 145, 909, 571, 406, 947, 531, 522]"
93,0,4543,2229,8723,0,3629,914,"[0, 4, 222, 80, 250, 304, 271, 159, 5, 103, 106, 72, 15, 248, 304, 147, 22, 211, 196, 224, 153, 252, 106, 225, 118, 254, 301, 293, 153]"
94,0,4271,7378,5616,0,38,4233,"[0, 638, 116, 1315, 1179, 1411, 1405, 885, 575, 980, 710, 195, 1117, 1012, 1411, 562, 408, 494, 1043, 1060, 583, 726, 1204, 774, 98, 1278, 277, 1213, 1215]"
95,0,3573,679,8510,0,268,3305,"[0, 995, 404, 19, 452, 1101, 670, 554, 251, 380, 220, 1004, 505, 576, 1101, 169, 400, 317, 644, 668, 242, 101, 794, 1031, 772, 654, 988, 33, 429]"
96,0,4196,5271,7435,0,3035,1161,"[0, 250, 76, 272, 288, 387, 216, 235, 41, 66, 347, 175, 101, 30, 387, 58, 202, 267, 115, 97, 112, 136, 231, 174, 23, 307, 106, 164, 163]"
97,0,4385,5682,6138,0,3118,1267,"[0, 152, 152, 309, 286, 422, 272, 101, 97, 129, 372, 219, 52, 75, 422, 138, 97, 317, 34, 9, 18, 332, 370, 138, 187, 408, 223, 393, 75]"
98,0,4048,306,9880,0,1207,2841,"[0, 942, 559, 383, 245, 947, 389, 104, 853, 909, 372, 425, 455, 885, 947, 218, 367, 248, 101, 170, 886, 815, 238, 373, 114, 50, 625, 194, 75]"
99,0,3261,6129,7012,0,1571,1690,"[0, 37, 562, 220, 145, 563, 25, 125, 459, 404, 465, 125, 402, 129, 563, 410, 205, 310, 9, 43, 529, 93, 0, 415, 240, 413, 207, 276, 463]"
100,0,3434,3006,7440,0,1582,1852,"[0, 15, 569, 429, 212, 617, 442, 244, 109, 56, 151, 384, 186, 534, 617, 608, 42, 308, 550, 597, 226, 291, 413, 162, 453, 384, 390, 216, 109]"
101,0,3924,5576,5788,0,2300,1624,"[0, 436, 98, 313, 240, 541, 335, 171, 128, 383, 384, 513, 416, 407, 541, 73, 321, 262, 529, 469, 354, 323, 222, 260, 516, 301, 314, 67, 87]"
102,0,3780,3772,5796,0,2308,1472,"[0, 309, 467, 394, 268, 490, 303, 375, 200, 197, 474, 224, 261, 79, 490, 109, 369, 153, 396, 450, 442, 145, 448, 297, 35, 11, 175, 195, 30]"
103,0,4303,3097,7002,0,2562,1741,"[0, 368, 153, 251, 474, 580, 171, 407, 519, 312, 362, 347, 487, 472, 580, 386, 251, 561, 3, 283, 151, 134, 302, 506, 156, 421, 113, 374, 195]"
104,0,3171,1676,8497,0,2856,315,"[0, 63, 89, 22, 34, 105, 63, 32, 34, 32, 17, 19, 79, 1, 105, 82, 33, 58, 48, 81, 17, 49, 6, 17, 20, 70, 46, 48, 99]"
105,0,4347,5197,7647,0,3353,994,"[0, 119, 199, 64, 317, 331, 88, 284, 63, 308, 226, 35, 159, 317, 331, 306, 172, 286, 22, 217, 146, 108, 156, 270, 221, 116, 119, 260, 253]"
106,0,4263,6258,5652,0,3015,1248,"[0, 292, 369, 269, 340, 416, 51, 353, 29, 372, 230, 305, 163, 32, 416, 396, 327, 240, 46, 258, 278, 11, 142, 1, 120, 337, 305, 308, 25]"
107,0,3845,1908,7589,0,565,3280,"[0, 335, 779, 1028, 934, 1093, 199, 76, 221, 258, 548, 789, 811, 221, 1093, 940, 695, 596, 716, 659, 498, 1092, 450, 81, 219, 481, 374, 518, 387]"
108,0,3028,2541,8076,0,2667,361,"[0, 86, 45, 5, 24, 120, 8, 22, 43, 93, 116, 33, 117, 38, 120, 84, 83, 47, 12, 84, 33, 104, 31, 2, 79, 19, 118, 77, 63]"
109,0,3065,5198,5943,0,651,2414,"[0, 680, 650, 651, 63, 804, 622, 524, 554, 15, 185, 399, 42, 89, 804, 142, 673, 567, 588, 664, 346, 160, 318, 542, 44, 661, 17, 684, 520]"
110,0,4379,785,9537,0,4079,300,"[0, 27, 63, 47, 57, 100, 12, 73, 49, 20, 50, 49, 42, 46, 100, 76, 68, 35, 41, 90, 66, 98, 43, 92, 8, 91, 83, 5, 60]"
111,0,3588,6120,7005,0,715,2873,"[0, 871, 312, 643, 752, 957, 100, 529, 723, 542, 579, 251, 275, 623, 957, 600, 566, 704, 304, 485, 176, 770, 515, 79, 511, 883, 93, 583, 879]"
112,0,3456,3386,7075,0,2058,1398,"[0, 51, 273, 266, 69, 466, 376, 185, 414, 327, 261, 50, 115, 4, 466, 13, 344, 371, 159, 87, 173, 1, 328, 232, 24, 394, 453, 67, 263]"
113,0,3708,1732,9051,0,1126,2582,"[0, 821, 229, 790, 507, 860, 87, 641, 176, 64, 731, 265, 821, 32, 860, 117, 47, 858, 839, 682, 52, 492, 569, 185, 249, 444, 557, 73, 196]"
114,0,3062,5145,6968,0,834,2228,"[0, 565, 224, 533, 264, 742, 182, 672, 604, 453, 134, 630, 284, 713, 742, 226, 238, 450, 356, 635, 31, 271, 322, 535, 698, 24, 524, 592, 275]"
115,0,3920,1468,9420,0,1543,2377,"[0, 364, 768, 11, 121, 792, 645, 444, 190, 468, 274, 503, 70, 165, 792, 601, 458, 658, 26, 355, 758, 200, 578, 651, 377, 309, 238, 81, 727]"
116,0,3138,7272,5286,0,926,2212,"[0, 244, 52, 659, 720, 737, 468, 479, 0, 269, 150, 350, 200, 579, 737, 661, 359, 179, 120, 592, 367, 428, 206, 281, 636, 265, 717, 495, 236]"
117,0,3637,2696,6227,0,999,2638,"[0, 341, 608, 58, 488, 879, 540, 373, 552, 86, 416, 9, 75, 477, 879, 738, 591, 659, 816, 383, 757, 377, 545, 633, 788, 73, 713, 834, 278]"
118,0,3712,3696,6243,0,406,3306,"[0, 193, 927, 238, 1024, 1102, 491, 914, 273, 365, 707, 899, 324, 297, 1102, 911, 343, 1081, 848, 50, 236, 718, 563, 59, 864, 552, 877, 848, 552]"
119,0,3113,1752,7604,0,2900,213,"[0, 40, 59, 17, 14, 71, 34, 50, 5, 69, 25, 3, 22, 47, 71, 66, 57, 58, 38, 8, 34, 17, 21, 22, 63, 43, 7, 27, 33]"
0,1,5707,0,5707,0,1894,3813,"[1670, 0, 864, 1054, 1004, 1105, 1906, 1869, 797, 625, 740, 181, 1848, 1077, 1755, 109, 1463, 1717, 1779, 1210, 1692, 278, 354, 1762, 22, 934, 1688, 1900, 690]"
1,1,6969,6283,6393,0,316,6653,"[2547, 0, 2329, 3319, 243, 1283, 3326, 3057, 2089, 1475, 1617, 1025, 2035, 97, 2296, 1257, 2832, 200, 1816, 3247, 940, 885, 1961, 1990, 2752, 2222, 2417, 2944, 1931]"
2,1,6536,7290,5639,0,3503,3033,"[919, 0, 1270, 990, 575, 1211, 1516, 435, 1247, 1119, 378, 453, 1409, 1504, 25, 1056, 405, 1072, 807, 976, 20, 407, 944, 614, 1223, 163, 107, 199, 1177]"
